drug_name,drug_generic_name,mode_administration,description,Date of Approval,Company,Treatment for,drug_type,disease_type,,,
Exforge HCT,"amlodipine, valsartan and hydrochlorothiazide",Tablets,"Exforge HCT is a combination of the calcium channel blocker amlodipine, the angiotensin receptor blocker valsartan, and the diuretic hydrochlorothiazide indicated for the once-daily combination treatment of hypertension.",2009-04-30,Novartis,High Blood Pressure,Cardiovascular,Cardiovascular Diseases
Dysport,abobotulinumtoxinA,Injection,Dysport (abobotulinumtoxinA) is an acetylcholine release inhibitor and neuromuscular blocking agent indicated for:,2009-04-29,Medicis And Ipsen,"Cervical Dystonia, Facial Wrinkles, Upper Limb Spasticity, Lower Limb Spasticity",Neurological,Musculoskeletal Disorders
Simponi,golimumab,Injection,Simponi (golimumab)  is a tumor necrosis factor (TNF) blocker indicated for the treatment of adult patients with:,2009-04-24,Centocor,"Rheumatoid Arthritis, Psoriatic Arthritis, Ankylosing Spondylitis, Ulcerative Colitis",Immunological,Musculoskeletal Disorders
Ulesfia,benzyl alcohol,Lotion 5%,"Ulesfia (benzyl alcohol) Lotion is a non-toxic, insecticide-free head lice treatment which prevents lice from closing their spiracles (sophisticated breathing apparatus) thereby killing the lice by asphyxiation.",2009-04-09,Sciele,Lice,Antiparasitics,Dermatological Conditions
Coartem,artemether and lumefantrine,Tablets,Coartem (artemether and lumefantrine) is an artemisinin-based combination treatment for the treatment of malaria.,2009-04-07,Novartis,Malaria,Antiparasitics,Infectious Diseases
Ixiaro,"Japanese Encephalitis Virus Vaccine, Inactivated, Adsorbed",,"Ixiaro (Japanese Encephalitis Virus Vaccine, Inactivated, Adsorbed) is a purified, inactivated product for active immunization against viral infections of Japanese Encephalitis.",2009-03-30,Intercell,Japanese Encephalitis Virus Prophylaxis,Vaccines,Infectious Diseases
Afinitor,everolimus,Tablets,"Afinitor (everolimus) is an oral once-daily inhibitor of mTOR indicated for the treatment of patients with advanced HR+, HER2- breast cancer; progressive neuroendocrine 
tumors of pancreatic origin (PNET); progressive neuroendocrine tumors (NET) of gastrointestinal (GI) or lung origin; advanced renal cell carcinoma; and subependymal giant cell astrocytoma (SEGA) and renal angiomyolipomas associated with tuberous sclerosis.",2009-03-30,Novartis,"Renal Cell Carcinoma, Breast Cancer, Neuroendocrine Carcinoma",Antineoplastics,Cancers
Edluar,zolpidem,Sublingual Tablets,Edluar (formerly Sublinox) is a fast-acting sublingual tablet formulation of the widely used drug zolpidem. Edluar is approved for the short-term treatment of insomnia characterized by difficulties with sleep initiation.,2009-03-13,Orexo And Meda Ab,Insomnia,Neurological,Neurological Disorders
Uloric,febuxostat,Tablets,Uloric (febuxostat) is a xanthine oxidase inhibitor indicated for the chronic management of hyperuricemia in patients with gout.,2009-02-13,Takeda Pharmaceutical Company,Gout,Anti-inflammatories,Musculoskeletal Disorders
ATryn,Antithrombin (Recombinant),,ATryn (Antithrombin (Recombinant)) is a recombinant form of human antithrombin for the prevention of peri-operative and peri-partum thromboembolic events in hereditary antithrombin deficient patients.,2009-02-06,Gtc Biotherapeutics,Antithrombin III Deficiency,Cardiovascular,Hematological Disorders
Vectical,calcitriol,Ointment,Vectical Ointment is a Vitamin D analog indicated for the topical treatment of mild to moderate plaque psoriasis in adults 18 years and older.,2009-01-23,Galderma,Psoriasis,Dermatological,Dermatological Conditions
Dexilant,dexlansoprazole,Delayed Release Capsules,"Dexilant (dexlansoprazole) is a proton
pump inhibitor with a novel delivery system  approved for the treatment of erosive esophagitis and heartburn associated with symptomatic non-erosive gastroesophageal reflux disease (GERD).",2009-01-30,Takeda Pharmaceutical Company,"Erosive Esophagitis, GERD",Gastrointestinal,Gastrointestinal Diseases
Gelnique,oxybutynin hydrochloride,Topical Gel,"Gelnique (oxybutynin chloride) Gel is a transdermal antispasmodic which is applied to the skin once daily for the treatment of overactive bladder (OAB) with symptoms of urge urinary incontinence, urgency, and frequency.",2009-01-27,Watson Pharmaceuticals,Overactive Bladder,Neurological,Renal Disorders
RiaSTAP,Fibrinogen Concentrate (Human),,"RiaSTAP (Fibrinogen Concentrate (Human)) is a human blood coagulation factor indicated for the treatment of acute bleeding episodes in pediatric and adult patients with congenital fibrinogen deficiency, including afibrinogenemia and hypofibrinogenemia. RiaSTAP is not indicated for dysfibrinogenemia.",2009-01-16,Csl Behring,Congenital Fibrinogen Deficiency,Immunological,Hematological Disorders
Savella,milnacipran,,Savella (milnacipran) is a selective serotonin and norepinephrine reuptake inhibitor indicated for the management of fibromyalgia.,2009-01-14,Allergan,Fibromyalgia,Antidepressants,Musculoskeletal Disorders
AllerNaze,triamcinolone acetonide,Nasal Spray,Marketing Status:Discontinued,2009-01-07,Collegium Pharmaceutical,Allergic Rhinitis,Respiratory,Respiratory Diseases
Epiduo,adapalene and benzoyl peroxide,Gel,"Epiduo (adapalene and benzoyl peroxide) Gel is a once-daily, topical retinoid and antimicrobial combination for the treatment of acne.",2008-12-08,Galderma,Acne,Dermatological,Dermatological Conditions
Nexterone,amiodarone HCl,Injection,"Nexterone (amiodarone HCl) Injection is a cosolvent free formulation of the antiarrhythmic agent Amiodarone IV, originally marketed in the US by Wyeth as Cordarone Intravenous. Nexterone is indicated for the treatment and prophylaxis of frequently recurring ventricular fibrillation and hemodynamically unstable ventricular tachycardia in patients refractory to other therapy.",2008-12-24,Prism Pharmaceuticals,"Ventricular Fibrillation, Ventricular Tachycardia",Cardiovascular,Cardiovascular Diseases
Ryzolt,tramadol,Extended Release Tablets,Marketing Status:Discontinued,2008-12-30,Labopharm,Pain,Analgesics,Musculoskeletal Disorders
Latisse,bimatoprost,Ophthalmic Solution,Latisse (bimatoprost ophthalmic) is a prostamide indicated for the treatment of hypotrichosis (or reduced amount of hair) of the eyelashes. Growth of the eyelashes is a well documented side effect of bimatoprost which is currently approved as Lumigan for the treatment of glaucoma.,2008-12-24,Allergan,Hypotrichosis of Eyelashes,Ophthalmological,Dermatological Conditions
Firmagon,degarelix,Injection,Firmagon (degarelix) is an injectable gonadotropin-releasing hormone (GnRH) receptor antagonist indicated for patients with advanced prostate cancer.,2008-12-24,Ferring Pharmaceuticals,Prostate Cancer,Antineoplastics,Cancers
Ablavar,gadofosveset trisodium,,Marketing Status:Discontinued,2008-12-22,Epix Pharmaceuticals,Diagnosis and Investigation,Diagnostic Imaging,Cardiovascular Diseases
Zolpimist,zolpidem tartrate,Oral Spray,"Zolpimist is an oral spray formulation of zolpidem, the drug contained in Ambien. Zolpimist is indicated for the short-term treatment of insomnia characterized by difficulties with sleep initiation.",2008-12-19,Novadel,Insomnia,Neurological,Neurological Disorders
Oforta,fludarabine phosphate,Tablets,Marketing Status:Discontinued,2008-12-18,Sanofi-Aventis,Chronic Lymphocytic Leukemia,Antineoplastics,Hematological Disorders
Mozobil,plerixafor,,Mozobil (plerixafor) is a small molecule CXCR4 chemokine receptor antagonist used in combination with granulocyte-colony stimulating factor to mobilize hematopoietic stem cells to the bloodstream for collection and subsequent autologous transplantation in patients with non-Hodgkin’s lymphoma and multiple myeloma.,2008-12-15,Genzyme,Bone Marrow Transplantation,Antineoplastics,Hematological Disorders
Trilipix,fenofibric acid,Delayed-Release Capsules,"Trilipix (fenofibric acid) is a peroxisome proliferator receptor alpha (PPARα) activator
indicated for use along with diet to help lower triglycerides and LDL cholesterol, and to raise HDL cholesterol in patients with lipid problems. Trilipix is the first and only fibrate to be approved for use in combination with a statin.",2008-12-15,Abbott,"Hypertriglyceridemia, High Cholesterol",Cardiovascular,Cardiovascular Diseases
Lusedra,fospropofol disodium,Injection,Marketing Status:Discontinued,2008-12-12,Eisai  Of North America,Sedation,Anesthetics,Mental Health Disorders
SCE-A,Synthetic Conjugated Estrogens-A,Vaginal Cream,Marketing Status:Discontinued,2008-11-28,Duramed Pharmaceuticals,Postmenopausal Symptoms,Hormonal,Reproductive System Disorders
Nucynta,tapentadol,Tablets,Nucynta (tapentadol) is a centrally acting oral analgesic indicated for the relief of moderate to severe acute pain.,2008-11-20,Ortho-Mcneil-Janssen Pharmaceuticals,Pain,Analgesics,Musculoskeletal Disorders
Promacta,eltrombopag,Tablets,"Promacta (eltrombopag) is a thrombopoietin receptor agonist indicated for the treatment of thrombocytopenia in patients with chronic immune (idiopathic) thrombocytopenic purpura, thrombocytopenia in patients with chronic hepatitis C, and patients with severe aplastic anemia.",2008-11-20,Novartis Pharmaceuticals,"Immune Thrombocytopenia, Thrombocytopenia, Aplastic Anemia",Immunological,Hematological Disorders
Banzel,rufinamide,,Banzel (rufinamide) is a triazole derivative antiepileptic drug for the adjunctive treatment of seizures associated with Lennox-Gastaut syndrome.,2008-11-14,Eisai Medical Research,Lennox-Gastaut Syndrome,Neurological,Neurological Disorders
Apriso,mesalamine,Extended-Release Capsules,"Apriso (mesalamine) is a once-daily, locally-acting aminosalicylate indicated for the maintenance of remission of ulcerative colitis (UC) in adults.",2008-10-31,Salix Pharmaceuticals,Ulcerative Colitis,Gastrointestinal,Gastrointestinal Diseases
Toviaz,fesoterodine fumarate,Extended Release Tablets,"Toviaz (fesoterodine fumarate) is a competitive muscarinic receptor antagonist indicated for the treatment of overactive bladder with symptoms of urge urinary
incontinence, urgency, and frequency.",2008-10-31,Pfizer,Urinary Frequency,Urinary,Reproductive System Disorders
Vimpat,lacosamide,"Tablets, Injection, Oral Solution","Vimpat (lacosamide) is an anti-convulsant indicated for the treatment of partial-onset seizures in patients 1 month of age and older, and the adjunctive therapy in the treatment of primary generalized tonic-clonic seizures in patients 4 years of age and older.",2008-10-28,Ucb,Seizures,Neurological,Neurological Disorders
LoSeasonique,ethinyl estradiol and levonorgestrel,Extended-Cycle Oral Contraceptive Tablets,"LoSeasonique is a lower-dose, extended-cycle oral contraceptive indicated for the prevention of pregnancy.",2008-10-24,Duramed Pharmaceuticals,Birth Control,Hormonal,Reproductive System Disorders
Acanya,benzoyl peroxide and clindamycin phosphate,Topical Gel,Acanya (benzoyl peroxide and clindamycin phosphate) is a topical antibacterial and antibiotic combination for the treatment of acne.,2008-10-21,Dow Pharmaceutical Sciences,Acne,Dermatological,Dermatological Conditions
Cinryze,C1 esterase inhibitor (human),Injection,Cinryze is a C1-esterase inhibitor indicated for routine prophylaxis against angioedema attacks in patients with hereditary angioedema (HAE).,2008-10-10,Shire,Hereditary Angioedema,Immunological,Genetic Disorders
Rapaflo,silodosin,Capsules,"Rapaflo (silodosin) is an alpha(1)- adrenoreceptor antagonist for
the treatment of the signs and symptoms associated with benign prostatic hyperplasia (BPH), or enlarged prostate.",2008-10-08,Allergan,Benign Prostatic Hyperplasia,Urological,Reproductive System Disorders
Akten,lidocaine hydrochloride,Ophthalmic Gel,"Akten (lidocaine hydrochloride) Ophthalmic Gel is a topical, ocular anesthetic formulation for use in ocular procedures that require a topical anesthetic agent.",2008-10-07,Akorn,Ocular Anesthesia,Anesthetics,Ophthalmological Disorders
AdreView,iobenguane I 123,Injection,AdreView is a diagnostic radiopharmaceutical agent indicated for use in the detection of rare neuroendocrine tumors in children and adults.,2008-09-19,Ge Healthcare,Diagnosis and Investigation,Diagnostic Imaging,Neurological Disorders
Sancuso,granisetron,Transdermal Patch,Sancuso (granisetron transdermal system) is an anti-emetic transdermal delivery system indicated for the control of nausea and vomiting in patients receiving moderately and/or highly nausea-inducing chemotherapy.,2008-09-12,Prostrakan Group,"Nausea/Vomiting, Chemotherapy Induced",Antineoplastics,Gastrointestinal Diseases
Nplate,romiplostim,,Nplate (romiplostim) is a thrombopoietin mimetic peptibody for the treatment of thrombocytopenia in patients with chronic immune (idiopathic) thrombocytopenic purpura (ITP).,2008-08-22,Amgen,Immune Thrombocytopenia,Immunological,Hematological Disorders
Xenazine,tetrabenazine,,Xenazine (tetrabenazine) is a selective and reversible centrally-acting dopamine depleting drug indicated for the treatment of chorea associated with Huntington's disease.,2008-08-15,Prestwick Pharmaceuticals,Huntington’s Chorea,Neurological,Neurological Disorders
Cleviprex ,clevidipine butyrate,Injectable Emulsion,"Cleviprex (clevidipine) is an intravenous, ultrashort-acting calcium channel blocker under development for the treatment of severely elevated blood pressure in the hospital setting when oral therapy is not feasible or desirable.",2008-08-01,The Medicines Company,High Blood Pressure,Cardiovascular,Cardiovascular Diseases
Stavzor,valproic acid,Capsules,Marketing Status:Discontinued,2008-07-29,Noven Pharmaceuticals,"Bipolar Disorder, Seizures, Epilepsy, Migraine Prevention",Neurological,Neurological Disorders
Navstel,"balanced salt ophthalmic solution with hypromellose, dextrose and glutathione",Intraocular Irrigating Solution,Marketing Status:Discontinued,2008-07-24,Alcon,Intraocular Irrigation,Ophthalmological,Ophthalmological Disorders
Eovist,gadoxetate disodium,,"Eovist (gadoxetate disodium) is a gadolinium-based contrast agent for intravenous use in T1-weighted magnetic resonance imaging (MRI) of the liver to detect and characterize
lesions in adults with known or suspected focal liver disease.",2008-07-03,Bayer Healthcare Pharmaceuticals,Diagnosis and Investigation,Diagnostic Imaging,Diagnostic Imaging
Evolence,dermal filler,,"Evolence is a collagen-based structural dermal filler for the correction of moderate to deep facial wrinkles and folds, such as nasolabial folds.",2008-06-27,Orthoneutrogena,Facial Wrinkles,Dermatological,Dermatological Conditions
Kinrix,Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine,,"Kinrix [Diphtheria and
Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated
Poliovirus Vaccine] is a combination vaccine
for protection against diphtheria, tetanus, pertussis and polio diseases in children.",2008-06-24,Glaxosmithkline,"Diphtheria Prophylaxis, Tetanus Prophylaxis, Poliomyelitis Prophylaxis, Pertussis Prophylaxis",Vaccines,Infectious Diseases
